Logging buffer configuration and contents : enabled
Allowed max buffer size : 10240
Actual buffer size : 512
Channel number : 4 , Channel name : logbuffer
Dropped messages : 0
Overwritten messages : 37
Current messages : 512

Jun  2 2026 12:47:04 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:20:10 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/8, RemoteChassisType=macAddress, RemoteChassisId=0cb7-5d62-0000, RemotePortIdType=interfaceName, RemotePortId=GigabitEthernet1/0/1, RemoteSystemName=FW_01, RemoteSystemDescription=FW_01, Huawei Versatile Routing Platform Software, Software Version : USG6000V2 V500R005C00SPC100 (VRP (R) Software, Version 5.170), Copyright (C) 2014-2018 Huawei Technologies Co., Ltd., RemoteSystemCapabilitySupported=router, RemoteSystemCapabilityEnabled=router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.3)
Jun  2 2026 12:20:09 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  2 2026 12:20:09 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/8, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GigabitEthernet1/0/1, RemoteDeviceManageAddress=10.1.254.3)
Jun  2 2026 12:20:09 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/8, RemoteChassisType=macAddress, RemoteChassisId=0cb7-5d62-0000, RemotePortIdType=interfaceName, RemotePortId=GigabitEthernet1/0/1, RemoteSystemName=FW_01, RemoteSystemDescription=FW_01, Huawei Versatile Routing Platform Software, Software Version : USG6000V2 V500R005C00SPC100 (VRP (R) Software, Version 5.170), Copyright (C) 2014-2018 Huawei Technologies Co., Ltd., RemoteSystemCapabilitySupported=router, RemoteSystemCapabilityEnabled=router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.3)
Jun  2 2026 12:20:02 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.20.253, AddressLessIf=0, NbrIfIpAddress=10.1.20.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.200.4, LsdbRouterId=10.1.254.1)
Jun  2 2026 12:19:59 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun  2 2026 12:19:59 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/5, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380b-0011-1200)
Jun  2 2026 12:19:59 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/5, RemoteChassisType=macAddress, RemoteChassisId=380b-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_03, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380b-0011-1200)
Jun  2 2026 12:19:51 Core_SW_01 %%01LACP/2/hwLacpPDUChange_clear(l):CID=0x807a040f-alarmID=0x09360003-clearType=service_resume;The LACP member interface's status changed from unselected to selected. (TrunkIndex=0, PortIfIndex=7, TrunkId=1, TrunkName=Eth-Trunk1, PortName=GE1/0/2)
Jun  2 2026 12:19:51 Core_SW_01 %%01LACP/2/hwLacpStateDown_clear(l):CID=0x80480454-alarmID=0x09362015-clearType=service_resume;The LACP status of the member port changes to up. (TrunkIndex=53,PortIfIndex=7,TrunkId=1,TrunkName=Eth-Trunk1,PortName=GE1/0/2,Reason=LACP negotiation succeeds.)
Jun  2 2026 12:19:41 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Vlanif202, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Vlanif202)
Jun  2 2026 12:19:41 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Eth-Trunk1, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Eth-Trunk1)
Jun  2 2026 12:19:41 Core_SW_01 %%01LACP/4/LACP_STATE_DOWN(l):CID=0x80480454;The LACP state is down. (PortName=GE1/0/2, TrunkName=Eth-Trunk1, LastReceivePacketTime=[2026-06-02 12:19:40:950], Reason=The remote interface was not selected. Please check the remote interface's status and configurations.)
Jun  2 2026 12:19:41 Core_SW_01 %%01LACP/4/LACP_STATE_DOWN(l):CID=0x80480454;The LACP state is down. (PortName=GE1/0/1, TrunkName=Eth-Trunk1, LastReceivePacketTime=[2026-06-02 12:18:10:450], Reason=No LACPDUs were received when the timer expired. Please check link connections or remote interface's status.)
Jun  2 2026 12:19:40 Core_SW_01 %%01LACP/2/hwLacpPDUChange_active(l):CID=0x807a040f-alarmID=0x09360003;The LACP member interface's status changed from selected to unselected due to the PDU change. (TrunkIndex=0, PortIfIndex=7, TrunkId=1, TrunkName=Eth-Trunk1, PortName=GE1/0/2, OldPduInfo=b1Synchronization:1, NewPduInfo=b1Synchronization:0, ReasonCode=Actor state's synchronization bit changed in the received PDU)
Jun  2 2026 12:19:40 Core_SW_01 %%01LACP/2/hwLacpStateDown_active(l):CID=0x80480454-alarmID=0x09362015;The LACP status of the member port changes to down. (TrunkIndex=53,PortIfIndex=7,TrunkId=1,TrunkName=Eth-Trunk1,PortName=GE1/0/2,Reason=LACP negotiation fails.)
Jun  2 2026 12:19:40 Core_SW_01 %%01IFNET/2/linkDown_active(l):CID=0x807a040f-alarmID=0x08520003;The interface status changes. (ifName=Vlanif202, AdminStatus=UP, OperStatus=DOWN, Reason=Interface physical link is down, mainIfname=Vlanif202)
Jun  2 2026 12:19:40 Core_SW_01 %%01IFNET/2/linkDown_active(l):CID=0x807a040f-alarmID=0x08520003;The interface status changes. (ifName=Eth-Trunk1, AdminStatus=UP, OperStatus=DOWN, Reason=The conditions for the activation of the interface are not met, mainIfname=Eth-Trunk1)
Jun  2 2026 12:19:32 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.40.253, AddressLessIf=0, NbrIfIpAddress=10.1.40.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.110.254, LsdbRouterId=10.1.254.2)
Jun  2 2026 12:19:19 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.200.2, AddressLessIf=0, NbrIfIpAddress=10.1.200.1, NbrAddressLessIf=0, IfNeighbor=10.1.254.3, PacketType=4, LsdbAreaId=0.0.0.0, LsdbType=3, LsdbLsid=10.1.40.254, LsdbRouterId=10.1.254.1)
Jun  2 2026 12:19:12 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.40.253, AddressLessIf=0, NbrIfIpAddress=10.1.40.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.110.254, LsdbRouterId=10.1.254.2)
Jun  2 2026 12:19:02 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.40.253, AddressLessIf=0, NbrIfIpAddress=10.1.40.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.110.254, LsdbRouterId=10.1.254.2)
Jun  2 2026 12:18:32 Core_SW_01 %%01VRRP/4/vrrpTrapMasterDown(l):CID=0x80250453;The VRRP status changed from master to another state. (ifIndex=48, VrId=4, MasterIpAddr=10.1.40.252, sysName=Core_SW_01, ifName=Vlanif40, CurrentState=backup, ChangeReason=priority calculation)
Jun  2 2026 12:18:31 Core_SW_01 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=48, VrId=4, MasterIPAddress=10.1.40.253, sysName=Core_SW_01, ifName=Vlanif40, ChangeReason=protocol timer expired)
Jun  2 2026 12:18:31 Core_SW_01 %%01VRRP/4/vrrpTrapMasterDown(l):CID=0x80250453;The VRRP status changed from master to another state. (ifIndex=47, VrId=3, MasterIpAddr=10.1.30.252, sysName=Core_SW_01, ifName=Vlanif30, CurrentState=backup, ChangeReason=priority calculation)
Jun  2 2026 12:18:30 Core_SW_01 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=47, VrId=3, MasterIPAddress=10.1.30.253, sysName=Core_SW_01, ifName=Vlanif30, ChangeReason=protocol timer expired)
Jun  2 2026 12:18:26 Core_SW_01 %%01VRRP/3/VRRP_DOUBLE_MASTER_ERR(l):CID=0x80250453;VRRP detected double masters. (IfIndex=49, IfName=Vlanif110, VrId=5, PeerIp=10.1.110.252, PeerPriority=110)
Jun  2 2026 12:08:00 Core_SW_01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif201, Nexthop=10.1.200.1, Neighbour=, Preference=150, Metric=1, IndirectID=16777365)
Jun  2 2026 12:07:40 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/8, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GigabitEthernet1/0/1, RemoteDeviceManageAddress=10.1.254.3)
Jun  2 2026 12:07:40 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/8, RemoteChassisType=macAddress, RemoteChassisId=0cb7-5d62-0000, RemotePortIdType=interfaceName, RemotePortId=GigabitEthernet1/0/1, RemoteSystemName=FW_01, RemoteSystemDescription=FW_01, Huawei Versatile Routing Platform Software, Software Version : USG6000V2 V500R005C00SPC100 (VRP (R) Software, Version 5.170), Copyright (C) 2014-2018 Huawei Technologies Co., Ltd., RemoteSystemCapabilitySupported=router, RemoteSystemCapabilityEnabled=router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.3)
Jun  2 2026 12:07:40 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:06:57 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 2, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:57 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=2, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:06:56 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 3, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:56 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 0, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:53 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 2, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/6, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380d-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/6, RemoteChassisType=macAddress, RemoteChassisId=380d-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_04, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380d-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 3, port name is GE1/0/6, pwName is -. (VlanId=0, SrcMac=380d-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 0, port name is GE1/0/6, pwName is -. (VlanId=0, SrcMac=380d-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 3, port name is GE1/0/4, pwName is -. (VlanId=0, SrcMac=380c-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 1, port name is GE1/0/4, pwName is -. (VlanId=0, SrcMac=380c-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 0, port name is GE1/0/4, pwName is -. (VlanId=0, SrcMac=380c-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/5, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380b-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/5, RemoteChassisType=macAddress, RemoteChassisId=380b-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_03, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380b-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/4, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380c-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/4, RemoteChassisType=macAddress, RemoteChassisId=380c-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380c-0011-1200)
Jun  2 2026 12:06:52 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:06:50 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 2, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:50 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 3, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:50 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 1, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:50 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 0, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:15 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/3, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=380e-0011-1200)
Jun  2 2026 12:06:15 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/3, RemoteChassisType=macAddress, RemoteChassisId=380e-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=AGG_SW_01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=380e-0011-1200)
Jun  2 2026 12:06:15 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:06:14 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 3, port name is GE1/0/3, pwName is -. (VlanId=0, SrcMac=380e-0011-1200)
Jun  2 2026 12:06:14 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 1, port name is GE1/0/3, pwName is -. (VlanId=0, SrcMac=380e-0011-1200)
Jun  2 2026 12:06:14 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 0, port name is GE1/0/3, pwName is -. (VlanId=0, SrcMac=380e-0011-1200)
Jun  2 2026 12:06:13 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 3, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:13 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 1, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:13 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 0, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:06:06 Core_SW_01 %%01VRRP/4/vrrpTrapMasterDown(l):CID=0x80250453;The VRRP status changed from master to another state. (ifIndex=48, VrId=4, MasterIpAddr=10.1.40.252, sysName=Core_SW_01, ifName=Vlanif40, CurrentState=backup, ChangeReason=priority calculation)
Jun  2 2026 12:06:05 Core_SW_01 %%01VRRP/4/vrrpTrapMasterDown(l):CID=0x80250453;The VRRP status changed from master to another state. (ifIndex=47, VrId=3, MasterIpAddr=10.1.30.252, sysName=Core_SW_01, ifName=Vlanif30, CurrentState=backup, ChangeReason=priority calculation)
Jun  2 2026 12:05:46 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:05:46 Core_SW_01 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=46, VrId=2, MasterIPAddress=10.1.20.253, sysName=Core_SW_01, ifName=Vlanif20, ChangeReason=protocol timer expired)
Jun  2 2026 12:05:46 Core_SW_01 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=50, VrId=6, MasterIPAddress=10.1.120.253, sysName=Core_SW_01, ifName=Vlanif120, ChangeReason=protocol timer expired)
Jun  2 2026 12:05:46 Core_SW_01 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=45, VrId=1, MasterIPAddress=10.1.10.253, sysName=Core_SW_01, ifName=Vlanif10, ChangeReason=protocol timer expired)
Jun  2 2026 12:05:46 Core_SW_01 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=49, VrId=5, MasterIPAddress=10.1.110.253, sysName=Core_SW_01, ifName=Vlanif110, ChangeReason=protocol timer expired)
Jun  2 2026 12:05:46 Core_SW_01 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=48, VrId=4, MasterIPAddress=10.1.40.253, sysName=Core_SW_01, ifName=Vlanif40, ChangeReason=protocol timer expired)
Jun  2 2026 12:05:46 Core_SW_01 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=47, VrId=3, MasterIPAddress=10.1.30.253, sysName=Core_SW_01, ifName=Vlanif30, ChangeReason=protocol timer expired)
Jun  2 2026 12:05:43 Core_SW_01 %%01VRRP/4/vrrpTrapNonMaster(l):CID=0x80250453;The VRRP status changed between backup and initialize. (ifIndex=45, VrId=1, MasterIpAddr=0.0.0.0, sysName=Core_SW_01, ifName=Vlanif10, CurrentState=backup, ChangeReason=interface up)
Jun  2 2026 12:05:43 Core_SW_01 %%01VRRP/4/vrrpTrapNonMaster(l):CID=0x80250453;The VRRP status changed between backup and initialize. (ifIndex=46, VrId=2, MasterIpAddr=0.0.0.0, sysName=Core_SW_01, ifName=Vlanif20, CurrentState=backup, ChangeReason=interface up)
Jun  2 2026 12:05:43 Core_SW_01 %%01VRRP/4/vrrpTrapNonMaster(l):CID=0x80250453;The VRRP status changed between backup and initialize. (ifIndex=47, VrId=3, MasterIpAddr=0.0.0.0, sysName=Core_SW_01, ifName=Vlanif30, CurrentState=backup, ChangeReason=interface up)
Jun  2 2026 12:05:43 Core_SW_01 %%01VRRP/4/vrrpTrapNonMaster(l):CID=0x80250453;The VRRP status changed between backup and initialize. (ifIndex=48, VrId=4, MasterIpAddr=0.0.0.0, sysName=Core_SW_01, ifName=Vlanif40, CurrentState=backup, ChangeReason=interface up)
Jun  2 2026 12:05:43 Core_SW_01 %%01VRRP/4/vrrpTrapNonMaster(l):CID=0x80250453;The VRRP status changed between backup and initialize. (ifIndex=49, VrId=5, MasterIpAddr=0.0.0.0, sysName=Core_SW_01, ifName=Vlanif110, CurrentState=backup, ChangeReason=interface up)
Jun  2 2026 12:05:43 Core_SW_01 %%01VRRP/4/vrrpTrapNonMaster(l):CID=0x80250453;The VRRP status changed between backup and initialize. (ifIndex=50, VrId=6, MasterIpAddr=0.0.0.0, sysName=Core_SW_01, ifName=Vlanif120, CurrentState=backup, ChangeReason=interface up)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=9, IfIndex=13, PortName=GE1/0/8, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=2, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=13, IfIndex=13, PortName=GE1/0/8, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=11, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=2, PortIndex=11, IfIndex=11, PortName=GE1/0/6, PwName=-)
